Ordem,ID,Nome,WhatsApp,Email,UF,Cidade,Segmento,Orcamento,Prazo,Score,Status,Motivos_resumo,Motor_score,Modelo_score,Probabilidade_qualificado,Score_calculado_em
401,636a213c-094b-476a-9c19-ea3edcf86f6d,Mariana Costa 0294,-,lead.demo.1771182195958.0294@exemplo.com,SP,Campinas,EVENTOS,5k-20k,30d,85,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,81.1%,2026-02-15T19:03:15.582Z
402,a97a1111-c28a-465b-82f3-9cba3f5839ca,Mariana Gomes 0301,5511998764627,lead.demo.1771182195969.0301@exemplo.com,SP,Sao Paulo,SERVICOS,0-5k,90d,35,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.4%,2026-02-15T19:03:15.582Z
403,35cce67b-f5f1-4878-91f3-b182e74651b7,Rodrigo Gomes 0058,5511957732964,lead.demo.1771182195660.0058@exemplo.com,SP,Sao Paulo,EQUIPAMENTOS,60k+,30d,58,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,38.5%,2026-02-15T19:03:15.582Z
404,41ec9f84-a329-49d2-9024-2823dd65d9e8,Vanessa Pires 0268,5562983682305,lead.demo.1771182195930.0268@exemplo.com,GO,Aparecida de Goiania,EVENTOS,0-5k,90d,44,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,10.5%,2026-02-15T19:03:15.582Z
405,65c8b1c3-f648-4c84-9e5a-a6d27bdb2e01,Patricia Ribeiro 0067,5531946919388,lead.demo.1771182195674.0067@exemplo.com,MG,Contagem,EVENTOS,5k-20k,7d,96,ENVIADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,97.6%,2026-02-15T19:03:15.582Z
406,8f476110-272d-4d88-8c9a-1bf140f593fe,Rafael Almeida 0076,-,lead.demo.1771182195684.0076@exemplo.com,SP,Ribeirao Preto,EQUIPAMENTOS,20k-60k,90d,52,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,46.7%,2026-02-15T19:03:15.582Z
407,5a7419b2-6960-42f9-bb77-ec6b466ceb57,Andre Mendes 0130,5511963992655,lead.demo.1771182195757.0130@exemplo.com,SP,Sao Jose dos Campos,EVENTOS,60k+,7d,40,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,26.2%,2026-02-15T19:03:15.582Z
408,637062dc-55da-46ed-9b24-e638a01e8b7d,Juliana Freitas 0364,5511958973362,lead.demo.1771182196042.0364@exemplo.com,SP,Sao Paulo,EVENTOS,20k-60k,7d,18,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,20.8%,2026-02-15T19:03:15.582Z
409,4364d9c3-4299-4907-85fa-4ffdde45db46,Camila Mendes 0337,5531939640685,lead.demo.1771182196011.0337@exemplo.com,MG,Belo Horizonte,EQUIPAMENTOS,0-5k,90d,49,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,62.5%,2026-02-15T19:03:15.582Z
410,d8f1647b-fbb2-45b8-9e9b-67f0ce5ac594,Renata Teixeira 0362,5562919828051,lead.demo.1771182196041.0362@exemplo.com,GO,Jatai,CAVALOS,20k-60k,90d,39,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,10.0%,2026-02-15T19:03:15.582Z
411,e2552a21-97e0-4e58-9cdd-7e7279fe15fe,Andre Costa 0048,5531942026748,lead.demo.1771182195650.0048@exemplo.com,MG,Belo Horizonte,SERVICOS,0-5k,30d,87,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,84.7%,2026-02-15T19:03:15.582Z
412,24ebd294-9205-4cac-a710-d74cea18f2c1,Juliana Rocha 0127,5562995318503,lead.demo.1771182195753.0127@exemplo.com,GO,Aparecida de Goiania,SERVICOS,0-5k,90d,57,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,35.9%,2026-02-15T19:03:15.582Z
413,1b7beebf-81b0-44e2-8245-48511db5a050,Andre Carvalho 0314,5562936296694,lead.demo.1771182195984.0314@exemplo.com,GO,Anapolis,CAVALOS,5k-20k,30d,24,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,29.1%,2026-02-15T19:03:15.582Z
414,aaa2956d-6c01-4df4-9182-a22ed0446e0e,Gustavo Santana 0044,5562913257448,-,GO,Aparecida de Goiania,CAVALOS,20k-60k,90d,31,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,23.0%,2026-02-15T19:03:15.582Z
415,477f2abc-6a69-4806-8d0b-190a2082d7e0,Carla Azevedo 0141,5562948713238,-,GO,Jatai,SERVICOS,0-5k,90d,40,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,23.7%,2026-02-15T19:03:15.582Z
416,23e970ee-e262-4877-81e3-ac9628c61b34,Rafael Carvalho 0064,5511932165111,lead.demo.1771182195670.0064@exemplo.com,SP,Sorocaba,CAVALOS,60k+,90d,26,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,17.6%,2026-02-15T19:03:15.582Z
417,8d0d590d-302d-45da-8c3b-7524c0ba15fc,Carla Gomes 0187,-,lead.demo.1771182195828.0187@exemplo.com,SP,Sorocaba,SERVICOS,0-5k,90d,52,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,39.0%,2026-02-15T19:03:15.582Z
418,5686adfb-baa8-4390-a7eb-1fe50a80d233,Felipe Pires 0069,5511984708449,lead.demo.1771182195677.0069@exemplo.com,SP,Sao Paulo,EQUIPAMENTOS,5k-20k,90d,27,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,26.9%,2026-02-15T19:03:15.582Z
419,6c02d6f7-dfae-4be0-8be4-4451762eae19,Rafael Freitas 0081,5562999297059,-,GO,Goiania,EVENTOS,0-5k,90d,75,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,73.7%,2026-02-15T19:03:15.582Z
420,c1e14deb-af16-4708-afbb-890c679e46b0,Vanessa Fernandes 0295,5531975068617,-,MG,Juiz de Fora,SERVICOS,60k+,30d,51,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,60.1%,2026-02-15T19:03:15.582Z
421,ce040b07-842a-445d-802b-c9c29f30b6a3,Thiago Martins 0414,5511965948164,lead.demo.1771182196096.0414@exemplo.com,SP,Sorocaba,CAVALOS,5k-20k,7d,62,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,48.1%,2026-02-15T19:03:15.582Z
422,455eb002-72c6-4cfd-9cfb-61f6fdc82813,Camila Moraes 0248,5531996599581,lead.demo.1771182195903.0248@exemplo.com,MG,Montes Claros,EVENTOS,5k-20k,7d,90,ENVIADO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,88.5%,2026-02-15T19:03:15.582Z
423,a0bb9161-de3d-4f3a-8bbf-54d4436bc7b9,Rodrigo Melo 0373,5562986597705,lead.demo.1771182196049.0373@exemplo.com,GO,Jatai,EQUIPAMENTOS,20k-60k,90d,52,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,55.8%,2026-02-15T19:03:15.582Z
424,36204975-df5c-4995-bf29-5d95fe2811ca,Eduardo Azevedo 0200,5531986709350,lead.demo.1771182195845.0200@exemplo.com,MG,Contagem,EQUIPAMENTOS,20k-60k,90d,33,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,9.9%,2026-02-15T19:03:15.582Z
425,0fdeccf9-618b-45f5-8c20-ba52781cf00b,Rafael Nogueira 0306,5511941634949,lead.demo.1771182195973.0306@exemplo.com,SP,Sorocaba,CAVALOS,60k+,7d,59,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,47.9%,2026-02-15T19:03:15.582Z
426,256135da-5e84-44d5-85a4-17ae0ad71225,Larissa Gomes 0303,5531984626142,-,MG,Montes Claros,SERVICOS,60k+,30d,54,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,57.4%,2026-02-15T19:03:15.582Z
427,959ac1ba-129d-4da7-a17a-94f05d347d16,Camila Fernandes 0390,5511957360461,lead.demo.1771182196070.0390@exemplo.com,SP,Campinas,EQUIPAMENTOS,20k-60k,30d,50,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,44.1%,2026-02-15T19:03:15.582Z
428,f11c4c2d-ed6f-46f0-a3b1-c54e09a0b6b5,Diego Costa 0039,5531926634059,lead.demo.1771182195639.0039@exemplo.com,MG,Belo Horizonte,SERVICOS,20k-60k,30d,33,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,15.6%,2026-02-15T19:03:15.582Z
429,090fc4d2-7569-45d3-8678-34fe31664737,Diego Melo 0235,5511953629346,lead.demo.1771182195887.0235@exemplo.com,SP,Sao Jose dos Campos,CAVALOS,60k+,7d,61,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,59.4%,2026-02-15T19:03:15.582Z
430,d7f36d5f-c5d3-42da-87fe-f210691631fa,Mariana Azevedo 0299,5511975762462,lead.demo.1771182195967.0299@exemplo.com,SP,Sorocaba,EVENTOS,20k-60k,7d,27,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,14.1%,2026-02-15T19:03:15.582Z
431,2d12fff5-79af-430c-b64f-336247fdc422,Vanessa Santana 0351,5511946922156,-,SP,Campinas,SERVICOS,20k-60k,90d,72,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,85.8%,2026-02-15T19:03:15.582Z
432,7f5a08ca-0dbe-4ba0-8e62-f81926fcb537,Patricia Costa 0382,5511988729370,lead.demo.1771182196060.0382@exemplo.com,SP,Sao Jose dos Campos,CAVALOS,5k-20k,7d,92,ENVIADO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,88.9%,2026-02-15T19:03:15.582Z
433,33455116-b178-4d99-ad68-2e9ea44e5a25,Lucas Rocha 0176,-,lead.demo.1771182195815.0176@exemplo.com,GO,Rio Verde,EVENTOS,20k-60k,90d,36,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.7%,2026-02-15T19:03:15.582Z
434,5cafd642-6746-44e3-9be4-479c1823a17f,Bruno Almeida 0145,5562919010567,lead.demo.1771182195774.0145@exemplo.com,GO,Rio Verde,CAVALOS,0-5k,90d,20,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,15.3%,2026-02-15T19:03:15.582Z
435,dac306a9-2425-41ac-84ce-8bac90e19d3a,Bianca Nogueira 0062,5511916756949,lead.demo.1771182195666.0062@exemplo.com,SP,Ribeirao Preto,SERVICOS,20k-60k,30d,93,ENVIADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,88.3%,2026-02-15T19:03:15.582Z
436,6434d376-dc4d-42c3-8632-bd693e83368e,Carla Fernandes 0218,5511920195542,-,SP,Sao Paulo,SERVICOS,5k-20k,90d,68,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,48.3%,2026-02-15T19:03:15.582Z
437,08d23a00-76d2-4c8e-bdd1-0f12f2e8872d,Eduardo Ribeiro 0437,5562972860286,lead.demo.1771182196121.0437@exemplo.com,GO,Anapolis,SERVICOS,20k-60k,7d,42,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,12.4%,2026-02-15T19:03:15.582Z
438,5813cd46-83ab-441b-918d-993a570d7fdd,Camila Santana 0335,5531923860176,lead.demo.1771182196009.0335@exemplo.com,MG,Contagem,SERVICOS,20k-60k,7d,19,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,9.4%,2026-02-15T19:03:15.582Z
439,d90c6bb2-862d-4841-833a-37ad70d6949d,Bruno Barros 0172,5511941625043,lead.demo.1771182195807.0172@exemplo.com,SP,Sao Jose dos Campos,EVENTOS,5k-20k,7d,80,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,78.1%,2026-02-15T19:03:15.582Z
440,85552fb0-abcf-41c3-9945-c7d7d9b81daf,Aline Almeida 0297,5562977452694,lead.demo.1771182195964.0297@exemplo.com,GO,Jatai,SERVICOS,0-5k,7d,75,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,75.2%,2026-02-15T19:03:15.582Z
441,ffdbf96a-cc84-4201-9bdd-440e68bc3771,Renata Nogueira 0267,5531929467702,lead.demo.1771182195929.0267@exemplo.com,MG,Juiz de Fora,SERVICOS,60k+,30d,19,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,28.4%,2026-02-15T19:03:15.582Z
442,15ea8a56-52f8-4932-a89e-df9aa0c9e099,Juliana Nogueira 0398,5562938668893,lead.demo.1771182196078.0398@exemplo.com,GO,Goiania,SERVICOS,20k-60k,90d,51,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,57.5%,2026-02-15T19:03:15.582Z
443,cd483e9a-f556-46a0-8aa3-24685115244f,Bruno Ribeiro 0165,5511930687633,lead.demo.1771182195799.0165@exemplo.com,SP,Sao Paulo,EVENTOS,0-5k,30d,38,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,18.7%,2026-02-15T19:03:15.582Z
444,c75ff1ff-43fd-4ecc-a187-0d0fa51e42df,Diego Almeida 0385,5562997348205,-,GO,Goiania,EVENTOS,5k-20k,7d,32,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,20.4%,2026-02-15T19:03:15.582Z
445,bb325e07-a8e3-449f-bb8d-a41c622e77b5,Renata Santana 0196,5562943562551,lead.demo.1771182195839.0196@exemplo.com,GO,Anapolis,EVENTOS,0-5k,7d,82,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,73.7%,2026-02-15T19:03:15.582Z
446,0f13117e-4752-462d-8440-edb20b266240,Gustavo Teixeira 0090,5531945173006,-,MG,Juiz de Fora,EQUIPAMENTOS,5k-20k,90d,79,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,80.4%,2026-02-15T19:03:15.582Z
447,cb970bad-226d-4774-ad7a-df556af10e09,Eduardo Freitas 0015,5531936905538,lead.demo.1771182195605.0015@exemplo.com,MG,Contagem,CAVALOS,0-5k,90d,92,ENVIADO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,92.2%,2026-02-15T19:03:15.582Z
448,f7966ed1-91f5-4d49-9e23-f54ed7810e2a,Renata Gomes 0023,5511934789310,-,SP,Sorocaba,EVENTOS,5k-20k,7d,92,ENVIADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,85.1%,2026-02-15T19:03:15.582Z
449,857c5b36-7704-4268-bd59-9b01f822e0e3,Vanessa Mendes 0348,5562989053954,lead.demo.1771182196025.0348@exemplo.com,GO,Rio Verde,SERVICOS,0-5k,90d,73,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,75.7%,2026-02-15T19:03:15.582Z
450,64ba4b66-cc68-4ffc-93dd-0656a20a1d94,Vanessa Santana 0004,5562910062107,lead.demo.1771182195591.0004@exemplo.com,GO,Aparecida de Goiania,EVENTOS,60k+,7d,21,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,5.4%,2026-02-15T19:03:15.582Z
451,94c7fb94-5b46-4042-9917-37ce8f04d87d,Felipe Barros 0203,5531920752100,lead.demo.1771182195851.0203@exemplo.com,MG,Belo Horizonte,EQUIPAMENTOS,60k+,90d,63,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,51.8%,2026-02-15T19:03:15.582Z
452,fbcbcb2c-ceea-4039-9c63-e56b3953724f,Rodrigo Carvalho 0022,5531983207689,-,MG,Contagem,SERVICOS,60k+,30d,22,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,30.7%,2026-02-15T19:03:15.582Z
453,cee149cb-813b-41f8-9940-650f69b64d18,Larissa Leite 0249,5511948242537,lead.demo.1771182195905.0249@exemplo.com,SP,Sorocaba,EQUIPAMENTOS,20k-60k,7d,73,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,74.1%,2026-02-15T19:03:15.582Z
454,941aeb42-0670-44f8-8d9f-d03126124c8e,Lucas Gomes 0324,5531969238602,lead.demo.1771182195996.0324@exemplo.com,MG,Uberlandia,EVENTOS,20k-60k,90d,81,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,77.3%,2026-02-15T19:03:15.582Z
455,c1c2a251-4805-4846-96c8-bb1092357a88,José Ribamar,5511982716974,jr_riba@gmail.com,SP,Salto,EQUIPAMENTOS,0-5k,30d,81,ENVIADO,Modelo ML +31 - best_model: probabilidade prevista de qualificacao = 81% | Hook concluido +12 - Sinal forte de intencao | CTA/WhatsApp +14 - Lead demonstrou interesse ativo | Regiao foco +4 - Lead em territorio prioritario | Orcamento informado +6 - 0-5k,ML,best_model,81.1%,2026-02-15T18:31:15.821Z
456,417e5435-8012-49ef-ba7c-aeb81935d3c1,Vinicius Souza,5511985473256,vinicius06@gmail.com,GO,Goiânia,CAVALOS,60k+,30d,81,QUALIFICADO,Modelo ML +31 - best_model: probabilidade prevista de qualificacao = 81% | Hook concluido +12 - Sinal forte de intencao | CTA/WhatsApp +14 - Lead demonstrou interesse ativo | Regiao foco +4 - Lead em territorio prioritario | Orcamento informado +6 - 60k+,ML,best_model,80.9%,2026-02-15T17:03:47.576Z
457,cbda63e4-7455-4939-89e7-4fafa78493be,luiz Andre,11997621478,landresouza36@gmail.com,SP,São Paulo,EQUIPAMENTOS,20k-60k,7d,56,AQUECENDO,Modelo ML +6 - best_model: probabilidade prevista de qualificacao = 56% | Hook concluido +12 - Sinal forte de intencao | CTA/WhatsApp +14 - Lead demonstrou interesse ativo | Regiao foco +4 - Lead em territorio prioritario | Orcamento informado +6 - 20k-60k,ML,best_model,56.2%,2026-02-15T16:58:36.751Z
458,25d0ffb4-2947-49cc-8f75-b7db46ab0955,Visitante Demo,-,-,MG,-,CAVALOS,-,-,45,AQUECENDO,Modelo ML -5 - best_model: probabilidade prevista de qualificacao = 45% | Hook concluido +12 - Sinal forte de intencao | CTA/WhatsApp +14 - Lead demonstrou interesse ativo | Regiao foco +4 - Lead em territorio prioritario,ML,best_model,45.1%,2026-02-15T15:56:41.199Z
459,9f0686d5-5dd7-467c-a2ef-e649d47c12ab,Lead Demo — Alta intenção,-,-,SP,São Paulo,EQUIPAMENTOS,60k+,7d,61,AQUECENDO,Modelo ML +11 - best_model: probabilidade prevista de qualificacao = 61% | Hook concluido +12 - Sinal forte de intencao | CTA/WhatsApp +14 - Lead demonstrou interesse ativo | Regiao foco +4 - Lead em territorio prioritario | Orcamento informado +6 - 60k+,ML,best_model,60.8%,2026-02-15T15:56:41.173Z
460,0a86f465-92bf-4461-9a80-92fd164e9401,Lead Demo — Médio,-,-,MG,Belo Horizonte,SERVICOS,20k-60k,30d,36,CURIOSO,Modelo ML -14 - best_model: probabilidade prevista de qualificacao = 36% | Hook concluido +12 - Sinal forte de intencao | Regiao foco +4 - Lead em territorio prioritario | Orcamento informado +6 - 20k-60k,ML,best_model,36.2%,2026-02-15T15:56:41.161Z
461,33b60c8d-2003-4752-a4ea-36c11cd286ad,Lead Demo — Curioso,-,-,GO,Goiânia,EVENTOS,0-5k,90d,33,CURIOSO,Modelo ML -17 - best_model: probabilidade prevista de qualificacao = 33% | Regiao foco +4 - Lead em territorio prioritario | Orcamento informado +6 - 0-5k,ML,best_model,33.1%,2026-02-15T15:56:41.147Z
462,80ca9c21-f9ea-4d68-ba2d-b213f54bad76,teste,11998574562,teste@email.com,MG,Mogi das Cruzes,CAVALOS,5k-20k,30d,57,AQUECENDO,Modelo ML +7 - best_model: probabilidade prevista de qualificacao = 57% | Hook concluido +12 - Sinal forte de intencao | CTA/WhatsApp +14 - Lead demonstrou interesse ativo | Regiao foco +4 - Lead em territorio prioritario | Orcamento informado +6 - 5k-20k,ML,best_model,57.5%,2026-02-15T15:56:15.146Z
